WID-BC-index (epithelial)	WID-BC-index (immune)	WID-BC-index (shared)	immune cell proportion	type
0.113699566164013	-1.62090064572524	-1.82001955636624	0.545655264282992	Ovarian cancer
0.694629841176	-1.93899827890973	-1.89866614478228	0.90555595460893	Ovarian cancer
-0.0388932316615956	-1.25413788754058	-1.00606752860567	0.104006476055452	Ovarian cancer
0.909479503224092	-1.59359643840665	-1.22052549608592	0.884280468125117	Ovarian cancer
0.122802400984992	-1.48590756336391	-1.50049557068822	0.329654754078892	Ovarian cancer
0.695563176091887	-1.7122739904722	-1.35331728569654	0.860173227155287	Ovarian cancer
0.222264230623768	-1.49109775280508	-1.00152469357526	0.0916071518148913	Ovarian cancer
0.384424291340874	-1.52499122687508	-1.34832237303016	0.357852164354351	Ovarian cancer
0.220171339586002	-1.33627050530827	-0.97782034795843	0	Ovarian cancer
0.117881418646739	-1.51299598443527	-1.30827742262967	0.359455465387122	Ovarian cancer
-0.11783310385079	-1.56244118735315	-1.34068147042677	0.401628515608455	Ovarian cancer
0.22792339928317	-1.29217128113793	-0.996028274992068	0.116704749457171	Ovarian cancer
0.587744232396766	-1.81451752797299	-2.22170406503965	0.442042255818846	Ovarian cancer
0.120362146051332	-1.76065316953221	-1.68743637621156	0.577436907481152	Ovarian cancer
0.671002470882375	-1.59317525955893	-1.1662104297206	0.827637514735304	Ovarian cancer
0.397967793538759	-1.93060625365068	-1.84536503593212	0.53727983590784	Ovarian cancer
-0.178918448570568	-1.25683383676926	-1.00644255671727	0	Ovarian cancer
0.148569197627178	-1.52445876985545	-1.44560635687808	0.523993468612865	Ovarian cancer
0.137205304258914	-1.68110164182246	-1.72150513603299	0.274270838250903	Ovarian cancer
0.765548036833029	-1.55323578841187	-1.39494191598836	0.899782053550935	Ovarian cancer
0.332786558170519	-2.09384369191769	-2.28746185152374	0.910094302211196	Ovarian cancer
-0.180238284488761	-1.31207332162203	-0.946154748787149	0.100627804095997	Ovarian cancer
-0.104708126763713	-1.53197560677934	-1.31673495317058	0.315483774530547	Ovarian cancer
-0.0115041907302494	-1.53780213156655	-1.17180852652578	0.0976393840049477	Ovarian cancer
